source,target
Mark Waters,Sam TaylorJohnson
Nancy Meyers,Michael Cimino
Eric Leighton,Michael Tollin
Doug Lefler,Phyllida Lloyd
Stephen Sommers,Jonathan Levine
Francis Lawrence,Miguel Sapochnik
George Lucas,David Leland
Chris Wedge,Joseph Kahn
Bibo Bergeron,Mark A.Z. Dippé
Stephen Sommers,Rian Johnson
Barry Levinson,John Carpenter
Brad Silberling,Frederik Du Chau
Antoine Fuqua,Jim Sheridan
Phil Lord,Wes Craven
Roger Allers,John Hamburg
Ang Lee,Lasse Hallström
Peter Segal,Lawrence Kasanoff
Gavin Hood,Jared Hess
Ang Lee,JeanMarc Vallée
Simon West,Malcolm D. Lee
Ron Underwood,Pat O'Connor
Jon Avnet,Stephen Herek
Martin Campbell,Kurt Wimmer
Phil Lord,Nicholas Stoller
F. Gary Gray,George Armitage
Lana Wachowski,Kimberly Peirce
Shawn Levy,Justin Zackham
Simon West,Mic Rodgers
Roger Allers,Mark Pellington
Don Bluth,John Stockwell
Ridley Scott,Richard J. Lewis
McG,Kurt Wimmer
Chris Columbus,Michael Ritchie
Jonathan Mostow,Alexander Payne
George Lucas,Irvin Kershner
Barry Levinson,Danny DeVito
Michael Bay,Gavin O'Connor
Rob Cohen,John R. Leonetti
Martin Scorsese,Kimberly Peirce
NA,Lasse Hallström
Eric Leighton,Scott Mann
Michel Gondry,Ryan Coogler
Peter Hyams,Jerry Jameson
Scott Waugh,Spike Lee
Stanley Kubrick,Milos Forman
Kathryn Bigelow,Sam TaylorJohnson
Adam Shankman,Lawrence Kasanoff
Steve Carr,Wes Anderson
Andrew Adamson,Reinhard Klooss
Michael Apted,Lewis Gilbert
JeanJacques Annaud,Annabel Jankel
Yarrow Cheney,Stephen Frears
Shawn Levy,Nanette Burstein
NA,Lexi Alexander
John Lee Hancock,Jake Kasdan
Mick Jackson,Nick Cassavetes
Andy Tennant,James Wong
Steve Carr,John Stockwell
Nora Ephron,Spike Lee
Stuart Beattie,Terrence Malick
Jay Russell,Akiva Schaffer
Paul Verhoeven,Hugh Wilson
John McTiernan,Michael Rymer
Kirk De Micco,Kevin Rodney Sullivan
Jon Amiel,Mark Pellington
Stephen Sommers,Kimberly Peirce
Phillip Noyce,Peter Yates
Edgar Wright,Catherine Hardwicke
David Frankel,Steve Antin
Tony Scott,Lee Daniels
Brad Silberling,Marc F. Adler
Sergey Bodrov,Joseph Kahn
Clint Eastwood,Brian Helgeland
Matthew Vaughn,Woody Allen
Carlos Saldanha,Tommy O'Haver
Dominic Sena,Steve Miner
Betty Thomas,David Gordon Green
Bill Condon,Hugh Johnson
Tony Scott,Steve Miner
Andrew Adamson,Ben Falcone
James Bobin,Michael McCullers
Hoyt Yeatman,Nanette Burstein
M. Night Shyamalan,John Gatins
Dennis Dugan,Jake Kasdan
Stephen Hopkins,Oliver Parker
Frank Miller,Paul Hunter
James Bobin,Forest Whitaker
Adam Shankman,Reginald Hudlin
David Frankel,Robert Rodriguez
Robert Redford,Karey Kirkpatrick
Jon M. Chu,Scott Speer
Timur Bekmambetov,Christian Duguay
Brad Bird,Kimberly Peirce
Richard Donner,Danny Cannon
Keenen Ivory Wayans,Paul Hunter
Michael Bay,Li Zhang
George Miller,Stig Bergqvist
Joe Johnston,Ariel Vromen
Garry Marshall,Danny DeVito
Baltasar Kormákur,George Nolfi
Peter Billingsley,Robert Rodriguez
Peter Jackson,Don Mancini
Jon Favreau,Ellory Elkayem
Paul Weitz,Kirk Jones
Ridley Scott,Richard Attenborough
Matt Reeves,Tate Taylor
Dean Parisot,Rupert Wainwright
Adam Shankman,Catherine Hardwicke
Terry Gilliam,Oliver Parker
Oliver Stone,Woody Allen
Shawn Levy,Michael McCullers
Raja Gosnell,Kevin Munroe
Randall Wallace,Richard LaGravenese
Harold Ramis,Tom Dey
Eric Darnell,Woody Allen
Paul Verhoeven,JeanMarc Vallée
Peter Hyams,Lee Daniels
Brett Ratner,Elizabeth Banks
Steven Spielberg,Michael Radford
Rod Lurie,Mark Neveldine
Dean DeBlois,Stephen J. Anderson
Jonathan Mostow,Martha Coolidge
Quentin Tarantino,Kevin Smith
Christopher Nolan,Richard Linklater
Doug Liman,Vincenzo Natali
Paul Feig,Nanette Burstein
Brad Bird,Nick Hurran
Peter Hyams,David Leland
George A. Romero,Ken Kwapis
Doug Lefler,Beeban Kidron
Andrew Adamson,Richard Eyre
Rob Letterman,Mike Disa
Steve Hickner,Alexander Payne
Roger Donaldson,Susanna White
Paul Weitz,Scott Hicks
Yimou Zhang,KarWai Wong
John Lee Hancock,Christian Alvart
Walter Salles,Mark Neveldine
Ridley Scott,Jeff Wadlow
Stephen Hopkins,John Glen
Ridley Scott,Agustín Díaz Yanes
Robert Luketic,Julie Taymor
Lana Wachowski,Steve Boyum
Wolfgang Petersen,Shane Acker
Nancy Meyers,Stephen Daldry
Mikael Håfström,Jim Sheridan
Clint Eastwood,Steven Quale
Chris Columbus,Hugh Hudson
Raja Gosnell,Michael Rymer
Andrey Konchalovskiy,Sofia Coppola
Peter Segal,Nimród Antal
Joe Dante,Roger Kumble
Dan Scanlon,Miguel Arteta
David Twohy,Ronny Yu
Doug Lefler,Peter Webber
Zack Snyder,E. Elias Merhige
Michael Bay,Miguel Arteta
David Bowers,Rian Johnson
Simon West,Scott Hicks
Frank Coraci,Alexandre Aja
Gary Trousdale,Robert Wise
Ben Stiller,Richard Shepard
Guillermo del Toro,Elizabeth Banks
Rob Cohen,Steve Boyum
Brad Silberling,Kevin Smith
Robert Luketic,Simon Wincer
Bryan Singer,Jodie Foster
Josh Trank,Kimble Rendall
Craig Gillespie,David Gordon Green
Nora Ephron,Barbet Schroeder
Brett Ratner,Camille Delamarre
Byron Howard,Jason Friedberg
Rob Letterman,Reinhard Klooss
Rob Cohen,Andrew Dominik
Paul Greengrass,Hyungrae Shim
Joe Dante,John Glen
Clint Eastwood,Barbet Schroeder
Steven Spielberg,Richard Attenborough
Rob Minkoff,Woody Allen
Phillip Noyce,John Gatins
Antoine Fuqua,Ben Affleck
Stephen Herek,Wayne Wang
Paul W.S. Anderson,Malcolm D. Lee
Betty Thomas,Russell Mulcahy
Frank Miller,John Landis
Anthony Russo,Richard Linklater
Mike Newell,Miguel Arteta
Jon Turteltaub,Ellory Elkayem
Keenen Ivory Wayans,Jon Hurwitz
Donald Petrie,Curtis Hanson
Matt Reeves,Steve Boyum
M. Night Shyamalan,Drew Goddard
Chris Miller,Kevin Hooks
Harold Ramis,David Dobkin
Anthony Russo,Jodie Foster
Brad Bird,Niels Arden Oplev
Eric Darnell,Charles Stone III
Ron Underwood,Scott Hicks
Mark Waters,Paul Thomas Anderson
Paul W.S. Anderson,JeanMarie Poiré
Rob Reiner,John Landis
Paul Weitz,Scott Mann
Ron Underwood,Chris Rock
Michael CatonJones,Stephen Frears
Peter Berg,Scott Frank
NA,Stig Bergqvist
Frank Darabont,John Gray
Doug Lefler,Richard Curtis
Oliver Stone,Kevin Hooks
F. Gary Gray,Reginald Hudlin
Kerry Conran,Terence Young
McG,Sanaa Hamri
Wolfgang Petersen,Chris Roberts
Stephen Norrington,John Herzfeld
Andrew Adamson,Sharon Maguire
Ridley Scott,Fernando Meirelles
Jonathan Mostow,Steve Boyum
Jay Roach,Scott Hicks
John Lee Hancock,Kirk Jones
Brad Peyton,George Tillman Jr.
Peter Segal,Dennie Gordon
Bill Condon,Woody Allen
Ridley Scott,Michael Winterbottom
Dennis Dugan,Paul Thomas Anderson
Rob Letterman,Robert B. Weide
John McTiernan,Tom Reeve
Paul Weitz,Lasse Hallström
Sam Weisman,William Friedkin
David Fincher,Andrew Dominik
Brian De Palma,Paul Thomas Anderson
Bobby Farrelly,David R. Ellis
Martin Scorsese,Jeff Wadlow
Chris Columbus,Tom Vaughan
Neill Blomkamp,Miguel Sapochnik
Brad Silberling,Hugh Wilson
Joe Dante,Cal Brunker
F. Gary Gray,Sngmoo Lee
Joel Coen,Spike Lee
Duncan Jones,Niels Arden Oplev
Stephen Hopkins,Stephen Daldry
Donald Petrie,Peter Hewitt
Todd Phillips,Malcolm D. Lee
Tim Hill,Wes Anderson
Jay Russell,Carl Franklin
JeanPierre Jeunet,Gary Fleder
Stephen Herek,Scott Cooper
Colin Trevorrow,Charles HermanWurmfeld
Rob Cohen,Camille Delamarre
Steven Spielberg,Menno Meyjes
Lana Wachowski,Todd Graff
Robert Schwentke,Jason Reitman
Ben Stiller,Steve Pink
Nancy Meyers,Norman Jewison
Taylor Hackford,Olivier Megaton
Peter Berg,Joe Carnahan
Darren Aronofsky,Woody Allen
Steve Carr,Reginald Hudlin
Gore Verbinski,Jeremy Leven
Michael CatonJones,Mathieu Kassovitz
Rod Lurie,Spike Lee
Marc Webb,Fred Wolf
Babak Najafi,Christophe Gans
Roland Emmerich,Menno Meyjes
David Ayer,Sanaa Hamri
Phillip Noyce,James Gartner
Frank Darabont,Joseph L. Mankiewicz
Sean Anders,Jay Chandrasekhar
Tim Burton,Bernardo Bertolucci
Rob Cohen,Philip Kaufman
Joel Schumacher,Jason Reitman
Les Mayfield,Malcolm D. Lee
Michael Bay,Joe Carnahan
Joel Schumacher,Alexander Payne
Paul Weitz,George Tillman Jr.
Lawrence Guterman,Craig Mazin
Jay Russell,David Cronenberg
Frank Coraci,Boaz Yakin
Jon Avnet,Andrew Bergman
Stephen Herek,Steve Oedekerk
Chris Miller,Greg Tiernan
NA,Shane Acker
Raja Gosnell,Rupert Wainwright
Chuck Russell,George Tillman Jr.
D.J. Caruso,Geoffrey Sax
Judd Apatow,Evan Goldberg
Harald Zwart,Peter Hewitt
Martin Campbell,Joe Carnahan
Oliver Stone,Olivier Dahan
David Bowers,Chris Roberts
Paul Verhoeven,Woody Allen
John McTiernan,Forest Whitaker
Stanley Kubrick,Roger Michell
David Koepp,Frank Marshall
Harold Ramis,Jon Hurwitz
Christopher Nolan,Bill Paxton
NA,Troy Miller
Walter Hill,James McTeigue
Robert Luketic,Nimród Antal
Eric Leighton,John R. Leonetti
Clint Eastwood,Peter Howitt
Bill Condon,Paul Haggis
Ben Stiller,Alexandre Aja
Tony Bancroft,Steven E. de Souza
Todd Phillips,David Mirkin
Jay Russell,Patrick Lussier
Griffin Dunne,Andrew Bergman
Oliver Stone,Richard Attenborough
Kenneth Branagh,Olivier Dahan
Eric Leighton,Liz Friedlander
Jon Avnet,Jim Sheridan
Paul King,Phyllida Lloyd
Steven Spielberg,Joe Carnahan
NA,Paul Haggis
Tom Dey,Pierre Morel
Ron Maxwell,Jim Gillespie
Carl Rinsch,Richard Linklater
Dean DeBlois,Sanaa Hamri
Edgar Wright,Kirk Jones
Oliver Hirschbiegel,Irwin Winkler
Antoine Fuqua,Jake Kasdan
Mikael Håfström,Gus Van Sant
Ruben Fleischer,Barbet Schroeder
Roger Spottiswoode,Tom Vaughan
Clint Eastwood,John Gray
JeanPierre Jeunet,David Cronenberg
Joel Schumacher,Drew Goddard
Doug Lefler,Oliver Parker
Donald Petrie,Andrew Bergman
Robert Stromberg,Michael Cristofer
Jan de Bont,Lewis Gilbert
Wych Kaosayananda,John Glen
Harold Ramis,Andrew Niccol
Chris Columbus,Martha Coolidge
Paul Weitz,Justin Zackham
Ron Underwood,Hugh Johnson
Walt Becker,Scott Mann
D.J. Caruso,Lee Daniels
Brad Bird,Jodie Foster
NA,Vincenzo Natali
Rob Reiner,Melville Shavelson
JeanPierre Jeunet,CostaGavras
Gore Verbinski,Rachel Talalay
Andrew Adamson,John Schlesinger
Brett Ratner,Dexter Fletcher
Tony Scott,Hyungrae Shim
Ron Underwood,George Tillman Jr.
David McNally,Penny Marshall
Marc Forster,Bruce McCulloch
Ron Underwood,Rand Ravich
Luc Besson,JeanPaul Rappeneau
Joseph Ruben,Reginald Hudlin
Lee Tamahori,Laurent Tirard
NA,Bruce Hunt
Antoine Fuqua,Irwin Winkler
Rob Cohen,Tyler Perry
David Fincher,Richard Linklater
Tarsem Singh,Chris Rock
Todd Phillips,Kevin Smith
Michael Lehmann,John Schultz
Donald Petrie,John Stockwell
NA,Jeewoon Kim
Robert Stromberg,Michael Winterbottom
Brad Bird,Michael Cohn
Bobby Farrelly,Sngmoo Lee
Joel Coen,David Cronenberg
Tim Burton,James Bridges
J.J. Abrams,John Wells
Alex Proyas,Andrew Dominik
Randall Wallace,Nick Cassavetes
Rob Reiner,David Lynch
Duncan Jones,Saul Dibb
Akiva Schaffer,Hideo Nakata
Rob Cohen,Chris Nahon
Matthew Vaughn,Kevin Allen
Henry Jaglom,Lee Daniels
Rob Reiner,John Gray
Tim Story,Tate Taylor
Sylvester Stallone,Wilson Yip
Akiva Goldsman,Andrew Niccol
Kenneth Branagh,David Lean
Todd Phillips,Wilson Yip
Mimi Leder,Scott Hicks
Don Bluth,Sofia Coppola
Stuart Baird,Danny DeVito
James Wan,Philip G. Atwell
M. Night Shyamalan,Miguel Arteta
Roger Spottiswoode,Tim McCanlies
Andrzej Bartkowiak,Mark A.Z. Dippé
Frank Miller,George P. Cosmatos
Karey Kirkpatrick,Rawson Marshall Thurber
George Miller,Sanaa Hamri
Steven Soderbergh,Tim McCanlies
Mikael Håfström,Anne Fletcher
Ridley Scott,John Hillcoat
Steven Zaillian,Roger Michell
Peter Jackson,Rachel Talalay
John Lasseter,John Schlesinger
Joe Johnston,David Lean
Gary Trousdale,Stephen Hillenburg
Bobby Farrelly,Nick Cassavetes
Will Gluck,John Hamburg
Stephen Herek,Andrew Bergman
Michael Bay,Patricia Riggen
Tony Gilroy,Niki Caro
Clint Eastwood,Mark Pellington
Kevin Bray,Alexander Witt
Jesse Dylan,Jon Hurwitz
George Miller,Richard Linklater
Kenneth Branagh,Saul Dibb
Sergey Bodrov,Danny Cannon
Michael Lembeck,Julie Anne Robinson
Brian Levant,Russell Mulcahy
Jonathan Mostow,Tyler Perry
Wolfgang Petersen,Michael Hoffman
Brad Peyton,Phil Joanou
Paul Weitz,Michael McCullers
Sergey Bodrov,Boaz Yakin
Shawn Levy,Kevin Allen
Tony Scott,Woody Allen
David Mamet,Miguel Sapochnik
Stanley Kubrick,John Glen
Mike Newell,Richard Kelly
Peter Berg,Atom Egoyan
George A. Romero,Alexandre Aja
Edgar Wright,Susanna White
John Singleton,Lee Daniels
Jay Russell,Sean Penn
George Miller,Michael Cristofer
Sergey Bodrov,John Luessenhop
Mark Waters,Jared Hess
Ivan Reitman,Michael Tollin
Eric Brevig,Kevin Munroe
James Cameron,Jerry Zaks
Bryan Singer,Grant Heslov
John Lasseter,Marcos Siega
Terry Gilliam,Irvin Kershner
Randall Wallace,Sofia Coppola
Keenen Ivory Wayans,Reginald Hudlin
Rob Cohen,Philip G. Atwell
Gary Trousdale,William Shatner
Walter Salles,Olivier Megaton
Kent Alterman,Steven Quale
Phil Lord,David Wain
D.J. Caruso,Alexandre Aja
George Lucas,Gavin O'Connor
Marc Lawrence,Paul McGuigan
John Pasquin,Russell Mulcahy
Francis Ford Coppola,Adrian Lyne
Robert Rodriguez,Angela Robinson
Bryan Singer,Kevin Spacey
Andrew Adamson,Sidney Lumet
M. Night Shyamalan,Jodie Foster
Tom Dey,Andrew Niccol
Andrew Adamson,Douglas McGrath
Ron Underwood,Jason Reitman
Curtis Hanson,Gary Fleder
Guillermo del Toro,John Hillcoat
Tom Shadyac,James Bridges
Don Hall,Damien Dante Wayans
Quentin Tarantino,Jason Friedberg
Baltasar Kormákur,Julie Anne Robinson
Tony Gilroy,Andrew Dominik
Antoine Fuqua,Steve Miner
Mark Waters,Tom Reeve
Stephen Hopkins,Gil Junger
Joseph Ruben,Kelly Makin
Stephen Herek,Olivier Megaton
Mark Neveldine,Patrick Lussier
McG,Werner Herzog
Roger Donaldson,Chris Roberts
Rupert Wyatt,Ariel Vromen
Kenny Ortega,Gus Van Sant
Ridley Scott,Kevin Spacey
James Gunn,John Wells
Robert Schwentke,Elizabeth Banks
Kenny Ortega,Roger Kumble
Richard Lester,John Landis
James Cameron,Fred Dekker
Phil Lord,Nanette Burstein
Paul W.S. Anderson,Danny Cannon
James Cameron,Brian TrenchardSmith
Ridley Scott,Tony Goldwyn
Ridley Scott,Jonathan Newman
Ang Lee,E. Elias Merhige
Louis Leterrier,Sanaa Hamri
Peter Chelsom,Charles Stone III
Thor Freudenthal,Miguel Sapochnik
Peter Lord,David Cronenberg
Joseph Kosinski,Neil LaBute
D.J. Caruso,Lasse Hallström
Gore Verbinski,Laurence Dunmore
Joseph Kosinski,Grant Heslov
Frank Oz,Woody Allen
Henry Selick,Steve Miner
Tony Bill,Peter Howitt
Stephen Herek,Brad Furman
Peter Jackson,Anne Fontaine
Joe Wright,Michael Winterbottom
Jay Russell,Catherine Hardwicke
Robert Lorenz,John Gray
Steven Spielberg,Jonathan English
Brad Bird,Richard Kelly
M. Night Shyamalan,Gabor Csupo
Luc Besson,Woody Allen
Joe Dante,Michael Ritchie
Will Gluck,Colin Strause
Shawn Levy,Guillaume Canet
James L. Brooks,Olivier Dahan
Todd Phillips,Tony Kaye
D.J. Caruso,Ronny Yu
Alejandro Amenábar,J.A. Bayona
Brett Ratner,Tony Goldwyn
Shawn Levy,Kirsten Sheridan
NA,Richard Linklater
Walter Hill,David Lynch
David Koepp,Joel Zwick
Peter Lord,Richard LaGravenese
John Lasseter,Kevin Spacey
Steven Soderbergh,Michael Radford
Darren Aronofsky,Callie Khouri
Mark Waters,Michael McCullers
Phil Lord,Alexander Payne
Joe Dante,Hugh Wilson
Jonathan Frakes,David Carson
Ron Howard,Guillaume Canet
Chris Wedge,Brett Leonard
Ron Underwood,Tom Hanks
Tim Hill,Wes Craven
Jaume ColletSerra,Angela Robinson
Tony Gilroy,James Gray
Walter Hill,John Schultz
Doug Lefler,Dennie Gordon
Robert Schwentke,Richard Eyre
Guy Ritchie,Camille Delamarre
Kenneth Branagh,Bob Spiers
Barry Levinson,Kevin Rodney Sullivan
Judd Apatow,Kevin Smith
Keenen Ivory Wayans,Paul Weiland
Guillermo del Toro,Douglas McGrath
NA,Bob Rafelson
Shekhar Kapur,Olivier Megaton
Francis Ford Coppola,Richard LaGravenese
Steven Spielberg,Douglas McGrath
Chris Columbus,Todd Graff
Stephen Hopkins,Bille August
Sam Fell,Evan Goldberg
Paul Weitz,Nick Hamm
Kevin Costner,Gary Chapman
Stephen Norrington,Alexandre Aja
Robert Schwentke,Philip Kaufman
James L. Brooks,Miguel Arteta
Pete Travis,Neil Marshall
Terrence Malick,David Gordon Green
Spike Lee,Steven Seagal
Todd Phillips,Boaz Yakin
Kevin Bray,Russell Mulcahy
John Whitesell,Andrew Niccol
John Lasseter,Mel Brooks
George Miller,Troy Nixey
McG,Jon Cassar
Paul Weitz,Sergio Leone
Stephen Hopkins,Ken Scott
Nora Ephron,Malcolm D. Lee
Oliver Stone,Richard Kelly
Quentin Tarantino,Mike Disa
Bobby Farrelly,David Mirkin
Griffin Dunne,Julie Anne Robinson
Shekhar Kapur,Stephen Frears
Ron Underwood,Paul Haggis
Ridley Scott,Rowan Joffe
Jon Turteltaub,Ole Bornedal
Brian De Palma,Woody Allen
Yarrow Cheney,Tommy O'Haver
Michael CatonJones,Norman Jewison
JeanPierre Jeunet,Jamel Debbouze
Harold Ramis,John Herzfeld
Karyn Kusama,Stephen Frears
Bill Condon,Tyler Perry
NA,Charles HermanWurmfeld
Neil Jordan,David Cronenberg
Oliver Stone,Ringo Lam
Joe Johnston,Sylvain White
NA,Tyler Perry
Josh Trank,Miguel Arteta
Frank Marshall,John Carpenter
Joseph Ruben,Norman Jewison
Ron Underwood,Niki Caro
Roger Spottiswoode,James Gray
JeanPierre Jeunet,Sam TaylorJohnson
Paul Hunter,Patrick Lussier
Michael Patrick King,Charles Stone III
Brian Helgeland,Jim Sheridan
Steven Spielberg,Jessie Nelson
Robert Zemeckis,Anne Fontaine
Luc Besson,Kurt Wimmer
Keenen Ivory Wayans,Dennie Gordon
Rob Reiner,Elaine May
Phillip Noyce,Tyler Perry
Todd Phillips,Nanette Burstein
Seth MacFarlane,Steve Miner
Richard Lester,Terence Young
Rob Marshall,Thea Sharrock
Jon Turteltaub,Werner Herzog
Akiva Schaffer,David Lynch
Sam Raimi,Takashi Shimizu
Rupert Wyatt,Paul Haggis
Chris Butler,Joan Chen
Steven Spielberg,Uli Edel
Lana Wachowski,Russell Crowe
Mike Mitchell,George Gallo
NA,Mark Helfrich
Edgar Wright,Jason Reitman
Don Bluth,Tommy O'Haver
Peter MacDonald,Gus Van Sant
Ridley Scott,Steve McQueen
Ruben Fleischer,Nick Cassavetes
Walter Hill,Julie Anne Robinson
Andy Fickman,Jim Sheridan
Zack Snyder,Tom McCarthy
NA,Dwight H. Little
Edgar Wright,Jonathan Levine
Shawn Levy,Jeffrey W. Byrd
Alejandro Amenábar,Kirk Jones
Jay Chandrasekhar,David Zucker
Angela Robinson,David Gordon Green
Richard Donner,Jeremy Leven
Eric Leighton,Cathy Malkasian
Steve Oedekerk,Paul Bolger
Andrew Adamson,Tom McCarthy
Oliver Stone,Werner Herzog
Michel Gondry,Sanaa Hamri
Iain Softley,Julie Anne Robinson
Stephen Herek,Barbra Streisand
Steve Oedekerk,Stephen Frears
Robert Schwentke,John Polson
Doug Lefler,Kirk Jones
Daniel Lee,Peter HoSun Chan
Sam Weisman,Gus Van Sant
Steven Spielberg,John Curran
Eric Leighton,Bille Woodruff
Joel Schumacher,Charles HermanWurmfeld
Ron Shelton,Lasse Hallström
Jerry Zucker,Bille August
Francis Ford Coppola,David Lynch
NA,Nigel Cole
Michael Bay,Steve McQueen
J.J. Abrams,Tomas Alfredson
John Whitesell,David Zucker
Martin Scorsese,Uli Edel
Tim Story,Charles HermanWurmfeld
Howard Deutch,John Stockwell
Gary Trousdale,Igor Kovalyov
Barry Levinson,JeanPaul Rappeneau
David Silverman,Peter Landesman
Michael Lembeck,Kirk Jones
Jay Chandrasekhar,Joel Zwick
Henry Jaglom,Tim Robbins
Jay Russell,Ulu Grosbard
Stephen Herek,Julie Anne Robinson
Brian De Palma,Paul Haggis
Edward Zwick,John Schlesinger
Michael Patrick King,Michael Radford
Renny Harlin,Chris Roberts
Martin Brest,Paul Michael Glaser
D.J. Caruso,Jonathan Levine
Ericson Core,Liliana Cavani
Andrzej Bartkowiak,Michael Rymer
Todd Phillips,Ted Demme
Robert Rodriguez,John Gray
Danny Boyle,John Carpenter
Kenneth Branagh,Jonathan English
Roger Donaldson,Michael Hoffman
Ivan Reitman,Jason Reitman
Zack Snyder,William Brent Bell
Brian Levant,Jerry Jameson
Griffin Dunne,Irwin Winkler
Iain Softley,Nick Cassavetes
Anthony Russo,Steve Beck
Paul Greengrass,Jeff Schaffer
Jerry Zucker,Hugh Hudson
Steven Spielberg,Jeannot Szwarc
Paul W.S. Anderson,Kurt Wimmer
Steve Oedekerk,John A. Davis
Gary Trousdale,Nicholas Meyer
Pierre Morel,Mathieu Kassovitz
Todd Phillips,Jason Friedberg
Stephen Herek,Wes Craven
Kathryn Bigelow,Gavin O'Connor
John Milius,Willard Huyck
Randall Wallace,Lasse Hallström
Jaume ColletSerra,Thomas Carter
NA,Ringo Lam
Brad Silberling,Janusz Kaminski
Steve Oedekerk,John Gray
Christopher Nolan,Chris Koch
Robert Stromberg,Rowan Joffe
Donald Petrie,Sofia Coppola
Robert Rodriguez,Ben Affleck
Adam Shankman,Jason Friedberg
Steven Spielberg,Steve Trenbirth
Paul Feig,Ben Stassen
Ron Underwood,James Gray
Joe Dante,Tom Vaughan
Rob Marshall,Steve Rash
J.J. Abrams,Anton Corbijn
Rupert Wyatt,Greg Tiernan
Pierre Coffin,Don Scardino
JeanPierre Jeunet,Christian Alvart
Ridley Scott,Ed Harris
Taylor Hackford,Chris Rock
Keenen Ivory Wayans,Kevin Smith
JeanPierre Jeunet,JeanMarie Poiré
J.J. Abrams,John Patrick Shanley
Oliver Stone,Jon Cassar
Wes Anderson,George Armitage
McG,John McNaughton
Matt Reeves,Tomas Alfredson
Terry Gilliam,Woody Allen
James McTeigue,Peter Howitt
Martin Campbell,Andrew Fleming
James Gunn,David Palmer
Bill Condon,Jeffrey W. Byrd
Jan de Bont,Joe Carnahan
David Pastor,David Wain
